SIT,CNPJ_CIA,DENOM_SOCIAL,MUN,CEP,CD_CVM,DT_REG,DT_INI_SIT,SETOR_ATIV,CONTROLE_ACIONARIO,TP_ENDER,UF
CANCELADA,61.084.984/0001-20,BRASMOTOR SA,SÃO PAULO,4.578e+06,1970,1969-08-08 00:00:00,2016-12-22 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",ESTRANGEIRO,SEDE,SP
CANCELADA,01.946.997/0001-30,BRAUSTAM HOTEIS REIT SA,CAUCAIA,6.16e+07,19399,2003-05-14 00:00:00,2005-07-21 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,CE
ATIVO,12.091.809/0001-55,BRAVA ENERGIA S.A.,RIO DE JANEIRO,2.22501e+07,25291,2020-11-09 00:00:00,2020-11-09 00:00:00,Petróleo e Gás,PRIVADO,SEDE,RJ
ATIVO,12.091.809/0001-55,BRAVA ENERGIA S.A.,RIO DE JANEIRO,2.22501e+07,25291,2020-11-09 00:00:00,2020-11-09 00:00:00,Petróleo e Gás,PRIVADO,SEDE,RJ
CANCELADA,03.144.779/0001-07,BRAVO SECURITIZADORA S/A,SÃO PAULO,4.55106e+06,19674,2005-03-21 00:00:00,2008-10-31 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
CANCELADA,10.826.798/0001-89,BRAZAL - BRASIL ALIMENTOS S.A.,SÃO PAULO,5.4011e+06,21865,2009-12-11 00:00:00,2016-08-30 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO,SEDE,SP
ATIVO,14.292.540/0001-09,"BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A",NOVA LIMA,3.4006e+07,27316,2023-09-04 00:00:00,2023-09-04 00:00:00,Telecomunicações,PRIVADO HOLDING,SEDE,MG
CANCELADA,02.762.113/0001-50,BRAZILIAN FINANCE & REAL ESTATE S.A.,SÃO PAULO,1.3101e+06,17922,1998-11-10 00:00:00,2024-08-16 00:00:00,Emp. Adm. Part. - Crédito Imobiliário,PRIVADO,SEDE,SP
CANCELADA,03.767.538/0001-14,BRAZILIAN SECURITIES CIA SECURITIZAÇÃO,SÃO PAULO,1.3101e+06,18759,2000-09-04 00:00:00,2026-03-11 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
ATIVO,00.000.208/0001-00,BRB BANCO DE BRASILIA SA,BRASÍLIA,7.00402e+07,14206,1993-09-24 00:00:00,1993-09-24 00:00:00,Bancos,ESTATAL,SEDE,DF
CANCELADA,33.136.888/0001-43,BRB CRED FINANC E INVEST SA,RIO DE JANEIRO,2.052e+07,6009,1972-07-20 00:00:00,1987-05-08 00:00:00,Bancos,PRIVADO,SEDE,RJ
ATIVO,10.739.356/0001-03,BRBI BR PARTNERS S.A,SÃO PAULO,4.53813e+06,25860,2021-05-13 00:00:00,2021-05-13 00:00:00,Emp. Adm. Part. - Bancos,PRIVADO,SEDE,SP
CANCELADA,08.653.753/0001-08,BRC SECURITIZADORA SA,SÃO PAULO,1.455e+06,20672,2007-04-20 00:00:00,2020-06-29 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
ATIVO,01.838.723/0001-27,BRF S.A.,ITAJAÍ,8.83016e+07,16292,1997-06-24 00:00:00,1997-06-24 00:00:00,Emp. Adm. Part. - Alimentos,PRIVADO,SEDE,SC
CANCELADA,61.068.557/0001-59,BRINQUEDOS BANDEIRANTES SA,SÃO PAULO,3.282e+06,2003,1989-08-15 00:00:00,1993-09-10 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,SP
CANCELADA,61.322.731/0001-48,BRINQUEDOS MIMO SA,ITU,1.33e+07,2011,1966-02-10 00:00:00,2005-12-20 00:00:00,Brinquedos e Lazer,PRIVADO,SEDE,SP
CANCELADA,19.796.586/0001-70,BRISANET PARTICIPAÇÕES S.A.,PEREIRO,6.346e+07,26085,2021-07-27 00:00:00,2024-12-04 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO,SEDE,CE
ATIVO,04.601.397/0001-28,BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.,PEREIRO,6.346e+07,27693,2024-11-05 00:00:00,2024-11-05 00:00:00,Telecomunicações,PRIVADO,SEDE,CE
ATIVO,39.580.673/0001-01,BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.,MACEIÓ,5.7055e+07,26999,2022-11-07 00:00:00,2022-11-07 00:00:00,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",PRIVADO,SEDE,AL
ATIVO,24.396.489/0001-20,BRK AMBIENTAL PARTICIPAÇÕES S.A.,SÃO PAULO,4.794e+06,24830,2019-10-22 00:00:00,2019-10-22 00:00:00,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",PRIVADO,SEDE,SP
CANCELADA,07.700.557/0001-84,BROOKFIELD INCORPORAÇÕES S.A.,RIO DE JANEIRO,2.27751e+07,20265,2006-09-11 00:00:00,2016-08-24 00:00:00,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",PRIVADO HOLDING,SEDE,RJ
CANCELADA,58.877.812/0001-08,BROOKFIELD SÃO PAULO EMPREENDIMENTOS IMOBILIÁRIOS S.A.,SÃO PAULO,4.794e+06,19046,2001-09-03 00:00:00,2012-06-14 00:00:00,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",PRIVADO,SEDE,SP
CANCELADA,07.088.416/0001-52,BRPR 45 SECURITZADORA CRED IMOB SA,SÃO PAULO,4.578e+06,19895,2005-12-22 00:00:00,2017-11-14 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
CANCELADA,04.800.265/0001-25,BRPR 51 SECURITZADORA CRED IMOB SA,SÃO PAULO,4.578e+06,19372,2003-03-24 00:00:00,2015-10-05 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
CANCELADA,07.033.882/0001-30,BRPR 52 SECURITZADORA CRED IMOB SA,SÃO PAULO,4.578e+06,19976,2006-02-17 00:00:00,2015-11-03 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
CANCELADA,04.370.082/0001-17,BRPR 53 SECURITZADORA CRED IMOB SA,SÃO PAULO,4.578e+06,19380,2003-05-08 00:00:00,2016-09-13 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
CANCELADA,07.710.591/0001-30,BRPR 55 SECURITZADORA CRED IMOB SA,SÃO PAULO,4.578e+06,19941,2006-01-26 00:00:00,2019-04-08 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
CANCELADA,06.137.677/0001-52,BRPR 56 SECURITZADORA CRED IMOB SA,SÃO PAULO,4.578e+06,19984,2006-02-22 00:00:00,2021-04-13 00:00:00,Securitização de Recebíveis,PRIVADO HOLDING,SEDE,SP
ATIVO,36.542.025/0001-64,BRQ SOLUÇÕES EM INFORMÁTICA S.A.,BARUERI,6.45404e+06,23817,2016-01-11 00:00:00,2016-01-11 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SP
ATIVO,36.542.025/0001-64,BRQ SOLUÇÕES EM INFORMÁTICA S.A.,BARUERI,6.45404e+06,23817,2016-01-11 00:00:00,2016-01-11 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SP
CANCELADA,09.462.890/0001-28,BRT HOLDING 1 SA,SÃO PAULO,4.551e+06,21580,2008-07-31 00:00:00,2014-12-17 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,SEDE,SP
CANCELADA,52.082.872/0001-40,BRUMADINHO SA MIN E METAIS,SÃO PAULO,4.794e+06,12971,1986-08-15 00:00:00,2005-08-09 00:00:00,Extração Mineral,PRIVADO,SEDE,SP
ATIVO,04.065.053/0001-41,BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.,CAMPINAS,1.3024e+07,27391,2023-12-27 00:00:00,2023-12-27 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
CANCELADA,03.468.802/0001-19,BRZ INVESTIMENTOS S/A,SÃO PAULO,4.542e+06,21415,2008-03-27 00:00:00,2011-07-20 00:00:00,Emp. Adm. Part.-Bolsas de Valores/Mercadorias e Futuros,ESTRANGEIRO HOLDING,SEDE,SP
CANCELADA,60.736.279/0001-06,BS CONTINENTAL SA ULTL DOMEST,SÃO PAULO,3.1239e+06,6327,1983-03-28 00:00:00,1999-03-25 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",ESTRANGEIRO,SEDE,SP
CANCELADA,10.603.674/0001-34,BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,SÃO PAULO,4.54701e+06,23779,2015-11-19 00:00:00,2016-06-14 00:00:00,Alimentos,PRIVADO HOLDING,SEDE,SP
CANCELADA,03.820.456/0001-96,BSB ENERGÉTICA S.A.,BELO HORIZONTE,3.03803e+07,26883,2022-07-13 00:00:00,2026-03-12 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO HOLDING,SEDE,MG
CANCELADA,68.704.923/0001-68,BSE SA,SÃO PAULO,4.565e+06,18864,2001-01-31 00:00:00,2004-01-19 00:00:00,Telecomunicações,PRIVADO,SEDE,SP
CANCELADA,11.257.352/0001-43,BSI CAPITAL SECURITIZADORA S.A.,SÃO PAULO,4.794e+06,23132,2013-04-17 00:00:00,2023-12-08 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
ATIVO,04.626.426/0001-06,BTG PACTUAL COMMODITIES SERTRADING S.A.,VITÓRIA,2.90569e+07,27774,2025-01-31 00:00:00,2025-01-31 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,ES
CANCELADA,07.110.438/0001-71,BTG PACTUAL HOLDING PARTICIPAÇÕES S.A.,RIO DE JANEIRO,2.225e+07,19690,2005-04-14 00:00:00,2015-06-24 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,RJ
CANCELADA,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,RIO DE JANEIRO,2.225e+07,13897,1991-09-24 00:00:00,1999-04-28 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,RJ
CANCELADA,21.948.105/0001-47,BTGI QUARTZO PARTICIPAÇÕES S.A.,SÃO PAULO,1.416e+06,23850,2016-02-19 00:00:00,2024-11-04 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP
CANCELADA,21.976.510/0001-79,BTGI SAFIRA PARTICIPAÇÕES S.A.,SÃO PAULO,1.416e+06,23841,2016-02-19 00:00:00,2024-11-04 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP
CANCELADA,28.126.928/0001-36,BUAIZ SA INDUSTRIA E COMERCIO,VITÓRIA,2.902e+07,2020,1977-07-20 00:00:00,1991-04-05 00:00:00,Alimentos,PRIVADO,SEDE,ES
CANCELADA,86.047.198/0001-84,BUDDEMEYER S/A,SÃO BENTO DO SUL,8.92809e+07,19801,2005-10-05 00:00:00,2011-04-29 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,SC
CANCELADA,82.981.812/0001-20,BUETTNER SA IND E COMÉRCIO,BRUSQUE,8.83554e+07,2038,1969-02-27 00:00:00,2018-05-30 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,SC
CANCELADA,02.109.419/0001-01,BULHOES CARVALHO F NOTES SA,RIO DE JANEIRO,2.004e+07,16845,1998-02-02 00:00:00,2000-12-20 00:00:00,Serviços Diversos,PRIVADO,SEDE,RJ
CANCELADA,84.046.101/0001-93,BUNGE ALIMENTOS SA,GASPAR,8.911e+07,2593,1977-07-20 00:00:00,2002-10-08 00:00:00,Alimentos,PRIVADO,SEDE,SC
CANCELADA,61.074.092/0001-49,BUNGE BRASIL SA,SÃO PAULO,5.8049e+06,10278,1977-07-20 00:00:00,2004-10-07 00:00:00,Alimentos,ESTRANGEIRO HOLDING,SEDE,SP
CANCELADA,61.082.822/0001-53,BUNGE FERTILIZANTES SA,SÃO PAULO,5.8049e+06,8370,1968-10-07 00:00:00,2002-10-08 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,SP
CANCELADA,84.684.471/0001-56,BUSCHLE & LEPPER SA,JOINVILLE,8.92e+07,2046,1943-12-01 00:00:00,1990-03-29 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,SC
CANCELADA,01.858.774/0001-10,BV LEASING - ARRENDAMENTO MERCANTIL S/A,SÃO PAULO,4.797e+06,20133,2006-06-23 00:00:00,2020-06-04 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,04.794.781/0001-94,BVA EMPREENDIMENTOS SA,RIO DE JANEIRO,2.00319e+07,19488,2003-12-17 00:00:00,2006-08-15 00:00:00,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",ESTRANGEIRO HOLDING,SEDE,RJ
CANCELADA,00.019.388/0001-72,BWU VIDEO SA,SÃO PAULO,4.552e+06,15440,1996-03-11 00:00:00,2001-02-20 00:00:00,Serviços Diversos,PRIVADO,SEDE,SP
ATIVO,45.242.914/0001-05,C&A MODAS S.A.,BARUERI,6.455e+06,24848,2019-10-24 00:00:00,2019-10-24 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,SP
CANCELADA,58.798.612/0001-51,C. P. E. PENINSULA DO TUCURUÇUTUBA,SÃO PAULO,4.532e+06,16837,1998-01-29 00:00:00,2006-10-11 00:00:00,Emp. Adm. Part. - Hospedagem e Turismo,PRIVADO,SEDE,SP
ATIVO,04.030.182/0001-02,CABINDA PARTICIPAÇÕES SA,SÃO PAULO,1.405e+06,19119,2001-10-29 00:00:00,2001-10-29 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP
ATIVO,05.336.882/0001-84,CACHOEIRA PAULISTA TRANSMISSORA DE ENERGIA SA,RIO DE JANEIRO,2.00213e+07,22683,2011-12-19 00:00:00,2011-12-19 00:00:00,Energia Elétrica,PRIVADO HOLDING,SEDE,RJ
CANCELADA,20.933.354/0001-04,CACHOEIRA VELONORTE,CACHOEIRA DA PRATA,3.5765e+07,4111,1969-08-22 00:00:00,2016-07-08 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,MG
ATIVO,04.031.213/0001-31,CACONDE PARTICIPAÇÕES SA,SÃO PAULO,1.405e+06,19135,2001-10-29 00:00:00,2001-10-29 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP
CANCELADA,31.865.728/0001-00,CAEMI MINERAÇÃO E METALURGIA S.A.,RIO DE JANEIRO,2.225e+07,13552,1989-10-04 00:00:00,2006-07-18 00:00:00,Emp. Adm. Part. - Metalurgia e Siderurgia,PRIVADO,SEDE,RJ
CANCELADA,84.584.481/0001-10,CAETANO BRANCO SA,JOAÇABA,8.9604e+07,2054,1975-07-24 00:00:00,1994-07-20 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,SC
CANCELADA,25.869.736/0001-21,CAFE SOLUVEL BRASILIA SA,RIO DE JANEIRO,2.02201e+07,2062,1977-07-20 00:00:00,2014-12-18 00:00:00,Alimentos,PRIVADO,SEDE,RJ
ATIVO,04.038.763/0001-82,CAIANDA PARTICIPAÇÕES SA,SÃO PAULO,1.405e+06,19097,2001-10-29 00:00:00,2001-10-29 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP
CANCELADA,04.031.882/0001-03,CAICOS PARTICIPAÇÕES SA,SÃO PAULO,4.5389e+06,19127,2001-10-29 00:00:00,2005-01-27 00:00:00,Emp. Adm. Participações,PRIVADO HOLDING,SEDE,SP
ATIVO,00.979.969/0001-56,CAIXA ADM DIV PUB ESTADUAL SA,PORTO ALEGRE,9.00301e+07,15717,1996-09-04 00:00:00,1996-09-04 00:00:00,Intermediação Financeira,ESTATAL,SEDE,RS
CANCELADA,34.020.354/0001-10,CAIXA SEGURADORA SA,BRASÍLIA,7.07119e+07,15687,1996-08-19 00:00:00,2011-04-11 00:00:00,Seguradoras e Corretoras,ESTRANGEIRO HOLDING,SEDE,DF
ATIVO,22.543.331/0001-00,CAIXA SEGURIDADE PARTICIPAÇÕES S.A.,BRASÍLIA,7.0701e+07,23795,2015-12-17 00:00:00,2015-12-17 00:00:00,Emp. Adm. Part. - Seguradoras e Corretoras,ESTATAL,SEDE,DF
CANCELADA,07.340.946/0001-46,CAJU INDUSTRIAL SA CISA,PACAJUS,6.287e+07,2070,1973-10-11 00:00:00,2006-03-21 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,CE
CANCELADA,06.565.410/0001-66,CAJUNORTE DO BRASIL SA,TERESINA,6.40012e+07,2089,1977-07-20 00:00:00,2004-01-06 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,PI
CANCELADA,98.408.073/0001-11,CALÇADOS AZALÉIA SA,PAROBÉ,9.563e+07,19003,2001-07-19 00:00:00,2008-10-14 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,RS
CANCELADA,02.992.453/0001-77,CALIBRE PARTICIPAÇÕES S/A,SÃO PAULO,1.3103e+06,18325,1999-06-21 00:00:00,2003-10-09 00:00:00,Emp. Adm. Participações,ESTRANGEIRO HOLDING,SEDE,SP
CANCELADA,67.203.208/0001-89,CAMARGO CORREA DESENVOLVIMENTO  IMOBILIARIO SA,SÃO PAULO,4.7951e+06,20486,2007-01-29 00:00:00,2012-10-19 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
ATIVO,61.088.894/0001-08,CAMBUCI SA,SÃO ROQUE,1.81304e+07,2100,1985-01-05 00:00:00,1985-01-05 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,SP
ATIVO,64.904.295/0001-03,CAMIL ALIMENTOS S/A,SÃO PAULO,5.4026e+06,24228,2017-09-26 00:00:00,2017-09-26 00:00:00,Alimentos,PRIVADO HOLDING,SEDE,SP
ATIVO,47.815.827/0001-17,CAMINHOS DA SERRA GAUCHA S/A,FARROUPILHA,9.51704e+07,27871,2025-08-04 00:00:00,2025-08-04 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,RS
CANCELADA,08.823.932/0001-46,CAMPINENSE INDUSTRIAS GERAIS SA,CAMPINA GRANDE,5.81076e+07,4880,1977-11-24 00:00:00,2006-03-21 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,PB
CANCELADA,01.533.298/0001-68,CANADENSE SA INDUSTRIA E PNEUS AGRICOLA,GOIÂNIA,7.41101e+07,2119,1977-07-20 00:00:00,2005-03-22 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,GO
CANCELADA,41.811.375/0001-19,CANAL COMPANHIA DE SECURITIZAÇÃO,SÃO PAULO,1.01491e+06,26212,2021-09-28 00:00:00,2022-06-01 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
ATIVO,41.096.674/0001-19,CANTU STORE S.A.,SÃO PAULO,4.547e+06,26646,2022-03-17 00:00:00,2022-03-17 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO,SEDE,SP
CANCELADA,15.229.110/0001-05,CAPITALE SECURITIZADORA DE CREDITO S.A.,CURITIBA,8.024e+07,23353,2014-03-07 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,PR
ATIVO,02.591.787/0001-39,CAPITALPART PARTICIPAÇÕES SA,SÃO PAULO,1.452e+06,17493,1998-07-09 00:00:00,2021-11-11 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,SEDE,SP
CANCELADA,08.642.503/0001-72,CAPRI PARTICIPAÇÕES SA,RIO DE JANEIRO,2.00309e+07,21296,2008-01-15 00:00:00,2009-03-30 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,RJ
CANCELADA,15.224.488/0001-08,CARAIBA METAIS SA,DIAS D'ÁVILA,4.285e+07,13722,1990-12-12 00:00:00,2009-11-13 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,BA
CANCELADA,79.119.939/0001-20,CARAMURU ALIMENTOS DE MILHO SA,APUCARANA,8.68e+07,2127,1982-07-16 00:00:00,1986-03-26 00:00:00,Alimentos,PRIVADO,SEDE,PR
ATIVO,00.080.671/0001-00,CARAMURU ALIMENTOS S.A.,ITUMBIARA,7.55209e+07,26190,2021-09-15 00:00:00,2025-10-09 00:00:00,Alimentos,PRIVADO,SEDE,GO
ATIVO,07.253.321/0001-47,CARBOMIL SA MINER. E INDUSTRIA,FORTALEZA,6.01761e+07,14168,1993-07-27 00:00:00,1993-07-27 00:00:00,Extração Mineral,PRIVADO,SEDE,CE
CANCELADA,25.633.934/0001-91,CARFEPE SA - ADMINISTRADORA E PARTICIPADORA,UBERLÂNDIA,3.84131e+07,2135,1977-07-20 00:00:00,2010-01-04 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,MG
CANCELADA,61.156.501/0001-56,CARGILL FERTILIZANTES SA,SÃO PAULO,4.703e+06,10863,1979-03-29 00:00:00,2003-08-20 00:00:00,Petroquímicos e Borracha,ESTRANGEIRO,SEDE,SP
CANCELADA,07.573.058/0001-73,CARIRI INDUSTRIAL DE OLEOS SA,JUAZEIRO DO NORTE,6.318e+07,2143,1977-07-20 00:00:00,2010-05-07 00:00:00,Alimentos,PRIVADO,SEDE,CE
CANCELADA,61.565.511/0001-45,CASA ANGLO BRASILEIRA S/A,SÃO PAULO,1.037e+06,2178,1977-07-20 00:00:00,2005-08-09 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,SP
CANCELADA,31.468.139/0001-98,CASA DE PEDRA SECURITIZADORA DE CRÉDITO S.A.,SÃO PAULO,1.45101e+06,24643,2019-02-13 00:00:00,2022-06-01 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
CANCELADA,33.024.860/0001-14,CASA JOSE SILVA CONFECCOES SA,RIO DE JANEIRO,2.09112e+07,2194,1977-07-20 00:00:00,1998-12-30 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RJ
CANCELADA,92.795.673/0001-01,CASA MASSON SA COM E INDUSTRIA,PORTO ALEGRE,9.002e+07,2208,1977-07-20 00:00:00,2005-03-22 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RS
CANCELADA,33.256.918/0001-55,CASAS DA BANHA COMERCIO E INDUSTRIA SA,RIO DE JANEIRO,2.10402e+07,2216,1977-07-20 00:00:00,2005-12-20 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RJ
CANCELADA,02.036.214/0001-43,CASCAIS PARTICIPACOES SA,RIO DE JANEIRO,2.00579e+07,16543,1997-10-21 00:00:00,1999-12-13 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,RJ
CANCELADA,07.092.232/0001-66,CASCAJU AGROINDUSTRIAL SA,FORTALEZA,6.0135e+07,13226,1981-12-23 00:00:00,1988-09-28 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,CE
CANCELADA,07.138.860/0001-35,CAUCAIA INDUSTRIAL SA CAISA,CAUCAIA,6.16e+07,2259,1977-07-20 00:00:00,1997-02-17 00:00:00,Alimentos,PRIVADO,SEDE,CE
CANCELADA,00.027.742/0001-00,CBCC PARTICIPAÇÕES SA,RIO DE JANEIRO,2.0091e+07,17728,1998-08-24 00:00:00,2010-11-16 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,RJ
CANCELADA,33.053.729/0001-85,CBEI CIA BRASILEIRA ENGENHARIA E INDUSTRIA,RIO DE JANEIRO,2.0091e+07,2275,1977-07-20 00:00:00,2005-08-09 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,RJ
CANCELADA,60.402.153/0001-97,CBH CIA BRAS HABITACAO,SÃO PAULO,1.014e+06,2283,1983-07-22 00:00:00,1985-03-04 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
ATIVO,14.882.295/0001-81,CBO HOLDING S.A.,NITERÓI,2.41102e+07,23620,2015-06-11 00:00:00,2015-06-11 00:00:00,Emp. Adm. Part. - Petróleo e Gás,PRIVADO,SEDE,RJ
CANCELADA,15.234.115/0001-18,CBV EQUIPAMENTOS INDS SA,SIMÕES FILHO,4.37e+07,2313,1977-10-20 00:00:00,1987-12-04 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,BA
CANCELADA,33.051.186/0001-67,CBV INDUSTRIA MECANICA SA,RIO DE JANEIRO,2.15389e+07,2305,1971-07-07 00:00:00,1999-05-13 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,RJ
CANCELADA,15.213.143/0001-59,CBV NORDESTE IND MECANICA SA,SIMÕES FILHO,4.37e+07,2321,1976-11-29 00:00:00,1994-08-15 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,BA
CANCELADA,69.720.910/0001-45,CCB BRASIL ARRENDAMENTO MERCANTIL S/A,SÃO PAULO,4.53813e+06,15121,1995-11-16 00:00:00,2021-08-17 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,15.109.739/0001-03,CCC CIA DE CARBONOS COLOIDAIS,HORIZONTE,6.288e+07,2330,1979-02-02 00:00:00,2005-12-20 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,CE
CANCELADA,61.345.096/0001-14,CCE IND COM,SÃO PAULO,2.501e+06,2348,1981-03-19 00:00:00,1986-03-12 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
CANCELADA,07.950.674/0001-04,CCX CARVÃO DA COLOMBIA S.A. - EM LIQUIDAÇÃO,RIO DE JANEIRO,2.22909e+07,20184,2006-07-19 00:00:00,2024-09-24 00:00:00,Emp. Adm. Part. - Extração Mineral,PRIVADO HOLDING,SEDE,RJ
CANCELADA,62.463.005/0001-08,CEAGESP CIA ENTR ARM GERAIS SP,SÃO PAULO,5.3169e+06,2356,1981-12-29 00:00:00,1996-03-27 00:00:00,Serviços Transporte e Logística,ESTATAL,SEDE,SP
CANCELADA,07.174.006/0001-24,CECASA,BARBALHA,6.318e+07,2496,1962-09-26 00:00:00,2006-03-21 00:00:00,Extração Mineral,PRIVADO,SEDE,CE
CANCELADA,79.655.916/0001-30,CECRISA REVESTIMENTOS CERAMICOS SA,CRICIÚMA,8.88139e+07,15610,1996-06-21 00:00:00,2012-03-13 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SC
CANCELADA,17.158.536/0001-32,CEESA-CONST.ESTRADAS ESTR. SA,BELO HORIZONTE,3.12551e+07,14290,1994-01-07 00:00:00,1995-01-11 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,MG
ATIVO,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,RIO DE JANEIRO,2.24612e+07,16675,1997-12-01 00:00:00,1997-12-01 00:00:00,Emp. Adm. Part. - Educação,PRIVADO,SEDE,RJ
ATIVO,31.001.230/0001-07,CELEO REDES TRANSMISSÃO DE ENERGIA S.A.,RIO DE JANEIRO,2.00213e+07,24597,2018-12-12 00:00:00,2018-12-12 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,RJ
CANCELADA,61.135.711/0001-68,CELITE SA IND E COMERCIO,SÃO PAULO,1.431e+06,2399,1982-01-22 00:00:00,1999-06-29 00:00:00,Extração Mineral,PRIVADO,SEDE,SP
