SIT,CNPJ_CIA,DENOM_SOCIAL,MUN,CD_CVM,DT_REG,DT_INI_SIT,SETOR_ATIV,CONTROLE_ACIONARIO,TP_ENDER,UF,CATEG_REG
ATIVO,24.962.466/0001-36,RUMO MALHA NORTE S.A.,RONDONÓPOLIS,15300,1995-12-27 00:00:00,1995-12-27 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,MT,Categoria B
ATIVO,39.115.514/0001-28,RUMO MALHA OESTE S.A.,SÃO PAULO,17850,1998-10-20 00:00:00,1998-10-20 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
ATIVO,02.502.844/0001-66,RUMO MALHA PAULISTA S.A.,SÃO PAULO,17930,1998-11-12 00:00:00,1998-11-12 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria B
ATIVO,01.258.944/0001-26,RUMO MALHA SUL S.A.,CURITIBA,15709,1996-08-29 00:00:00,1996-08-29 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,PR,Categoria B
ATIVO,02.387.241/0001-60,RUMO S.A.,SÃO PAULO,17450,1998-07-02 00:00:00,1998-07-02 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO HOLDING,SEDE,SP,Categoria A
ATIVO,02.387.241/0001-60,RUMO S.A.,SÃO PAULO,17450,1998-07-02 00:00:00,1998-07-02 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO HOLDING,SEDE,SP,Categoria A
CANCELADA,92.772.821/0001-64,S.A. (VIAÇÃO AÉREA RIO-GRANDENSE) - FALIDA,PORTO ALEGRE,11681,1977-07-20 00:00:00,2011-01-04 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,RS,Categoria A
CANCELADA,11.616.840/0001-08,SAAG INVESTIMENTOS S.A.,BELO HORIZONTE,22756,2012-03-01 00:00:00,2014-10-21 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO,SEDE,MG,Categoria A
CANCELADA,03.818.379/0001-30,SABER SERVIÇOS EDUCACIONAIS S.A.,BELO HORIZONTE,24490,2018-08-13 00:00:00,2024-09-27 00:00:00,Educação,PRIVADO,SEDE,MG,Categoria B
CANCELADA,13.522.948/0001-59,SAFIRA HOLDING S.A.,BARUERI,27138,2023-03-15 00:00:00,2025-02-13 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,SP,Categoria A
CANCELADA,08.140.464/0001-05,SAFRA COMPANHIA SECURITIZADORA DE CREDITOS IMOBILIARIOS,SÃO PAULO,20400,2006-12-20 00:00:00,2011-10-27 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
CANCELADA,62.063.177/0001-94,SAFRA LEASING SA ARRENDAMENTO  MERCANTIL,SÃO PAULO,19844,2005-10-27 00:00:00,2019-01-17 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP,Categoria B
CANCELADA,15.494.541/0001-90,SALUS INFRAESTRUTURA PORTUÁRIA S.A.,SÃO PAULO,23540,2015-01-05 00:00:00,2025-11-07 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP,Categoria B
ATIVO,01.616.929/0001-02,SANEAMENTO DE GOIAS SA,GOIÂNIA,19186,2001-12-11 00:00:00,2012-10-16 00:00:00,"Saneamento, Serv. Água e Gás",ESTATAL,SEDE,GO,Categoria B
CANCELADA,02.724.983/0001-34,SANESALTO SANEAMENTO SA,SALTO,19593,2004-09-21 00:00:00,2025-09-30 00:00:00,"Saneamento, Serv. Água e Gás",PRIVADO,SEDE,SP,Categoria B
ATIVO,14.807.945/0001-24,SANSUY SA INDÚSTRIA  DE PLASTICOS,CAMAÇARI,12696,1986-05-06 00:00:00,1986-05-06 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,BA,Categoria A
ATIVO,00.897.864/0001-58,SANTA CATARINA PART INVEST SA,FLORIANÓPOLIS,15199,1995-12-13 00:00:00,1995-12-13 00:00:00,Emp. Adm. Part. - Intermediação Financeira,ESTATAL,SEDE,SC,Categoria B
CANCELADA,00.589.171/0001-06,SANTANDER BRASIL ARRENDAMENTO MERCANTIL S.A.,BARUERI,14940,1995-07-06 00:00:00,2009-11-30 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP,Categoria A
CANCELADA,47.193.149/0001-06,SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL,SÃO PAULO,20559,2007-03-19 00:00:00,2020-12-29 00:00:00,Arrendamento Mercantil,ESTRANGEIRO,SEDE,SP,Categoria B
CANCELADA,61.101.895/0001-45,SANTHER FAB.DE PAPEL SANTA THEREZINHA SA,SÃO PAULO,14923,1995-06-29 00:00:00,2021-03-05 00:00:00,Papel e Celulose,PRIVADO,SEDE,SP,Categoria A
ATIVO,09.391.823/0001-60,SANTO ANTONIO ENERGIA S.A.,RIO DE JANEIRO,23388,2014-04-28 00:00:00,2014-04-28 00:00:00,Energia Elétrica,PRIVADO,SEDE,RJ,Categoria B
ATIVO,02.762.121/0001-04,SANTOS BRASIL PARTICIPAÇÕES S.A.,SÃO PAULO,17892,1998-11-09 00:00:00,1998-11-09 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,ESTATAL HOLDING,SEDE,SP,Categoria B
ATIVO,02.762.121/0001-04,SANTOS BRASIL PARTICIPAÇÕES S.A.,SÃO PAULO,17892,1998-11-09 00:00:00,1998-11-09 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,ESTATAL HOLDING,SEDE,SP,Categoria B
ATIVO,29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,SÃO PAULO,13781,1991-03-25 00:00:00,1991-03-25 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,SP,Categoria A
ATIVO,29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,SÃO PAULO,13781,1991-03-25 00:00:00,1991-03-25 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,SP,Categoria A
ATIVO,51.466.860/0001-56,SÃO MARTINHO SA,PRADÓPOLIS,20516,2007-02-07 00:00:00,2007-02-07 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,SP,Categoria A
ATIVO,62.002.886/0001-60,SÃO PAULO TURISMO S.A.,SÃO PAULO,9415,1977-10-20 00:00:00,1977-10-20 00:00:00,Emp. Adm. Part. - Hospedagem e Turismo,ESTATAL,SEDE,SP,Categoria A
CANCELADA,44.841.035/0001-29,SAP SECURITIZADORA DE CREDITOS FINANCEIROS S.A.,RIO DE JANEIRO,26840,2022-06-21 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,RJ,Categoria B
ATIVO,60.500.139/0001-26,SARAIVA LIVREIROS S.A. - FALIDA,SÃO PAULO,10472,1977-07-20 00:00:00,1977-07-20 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,SP,Categoria A
CANCELADA,00.866.577/0001-80,SAUIPE SA,MATA DE SÃO JOÃO,15261,1995-12-20 00:00:00,2018-04-04 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,BA,Categoria A
ATIVO,06.347.409/0001-65,SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.,SÃO PAULO,25410,2021-01-06 00:00:00,2021-01-06 00:00:00,Comércio (Atacado e Varejo),PRIVADO HOLDING,SEDE,SP,Categoria B
CANCELADA,19.288.959/0001-00,SCCA - SECURITIZADORA DE CRÉDITOS DO AGRONEGÓCIO S.A.,SÃO PAULO,23400,2014-05-27 00:00:00,2015-05-26 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
CANCELADA,17.568.683/0001-80,SCCI - SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,SÃO PAULO,23337,2014-01-16 00:00:00,2017-09-01 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
ATIVO,84.693.183/0001-68,SCHULZ SA,JOINVILLE,14664,1994-12-19 00:00:00,1994-12-19 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,SC,Categoria A
CANCELADA,93.167.658/0001-73,SDV ADM-DE SHOPPING CENTERS SA,PORTO ALEGRE,13790,1991-04-15 00:00:00,2017-04-12 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RS,Categoria B
CANCELADA,14.042.551/0001-22,SEABRAS SERVIÇOS DE PETROLEO S/A,RIO DE JANEIRO,22730,2012-02-13 00:00:00,2014-05-23 00:00:00,Petróleo e Gás,PRIVADO,SEDE,RJ,Categoria A
CANCELADA,20.445.827/0001-16,SEC TWO COMPANHIA SECURITIZADORA DE CRÉDITOS,BLUMENAU,23752,2015-11-11 00:00:00,2017-06-14 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SC,Categoria B
ATIVO,07.119.838/0001-48,SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS,SÃO PAULO,19720,2005-05-02 00:00:00,2005-05-02 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
ATIVO,07.119.838/0001-48,SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS,SÃO PAULO,19720,2005-05-02 00:00:00,2005-05-02 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
ATIVO,87.043.832/0001-73,SEIVA S.A. - FLORESTAS E INDÚSTRIAS,SÃO PAULO,10561,1981-12-11 00:00:00,1981-12-11 00:00:00,Reflorestamento,PRIVADO,SEDE,SP,Categoria A
CANCELADA,22.902.694/0001-95,SELF IT ACADEMIAS HOLDING S.A.,RECIFE,26794,2022-05-13 00:00:00,2023-02-10 00:00:00,Emp. Adm. Part. - Brinquedos e Lazer,PRIVADO,SEDE,PE,Categoria A
ATIVO,06.057.223/0001-71,SENDAS DISTRIBUIDORA S.A.,SÃO PAULO,25372,2020-12-11 00:00:00,2020-12-11 00:00:00,Comércio (Atacado e Varejo),PRIVADO HOLDING,SEDE,SP,Categoria A
CANCELADA,22.495.265/0001-40,SENECA COMPANHIA SECURITIZADORA,CURITIBA,23698,2015-08-17 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,PR,Categoria B
ATIVO,80.680.093/0001-81,SENIOR SISTEMAS S.A.,BLUMENAU,26786,2022-05-12 00:00:00,2022-05-12 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SC,Categoria A
ATIVO,01.599.101/0001-93,SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,BARUERI,25160,2020-10-05 00:00:00,2020-10-05 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria A
ATIVO,04.986.320/0001-13,SER EDUCACIONAL S.A.,RECIFE,23221,2013-10-18 00:00:00,2013-10-18 00:00:00,Educação,PRIVADO,SEDE,PE,Categoria A
ATIVO,42.500.384/0001-51,SERENA ENERGIA S.A.,SÃO PAULO,26441,2021-12-01 00:00:00,2021-12-01 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,SP,Categoria B
CANCELADA,09.149.503/0001-06,SERENA GERAÇÃO S.A.,SÃO PAULO,22110,2010-07-29 00:00:00,2013-09-20 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,SP,Categoria B
ATIVO,09.149.503/0001-06,SERENA GERAÇÃO S.A.,SÃO PAULO,23426,2014-07-07 00:00:00,2014-07-07 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,SP,Categoria B
CANCELADA,33.161.340/0001-53,SERGEN SERVS GERAIS DE ENG SA,RIO DE JANEIRO,10596,1977-07-20 00:00:00,2014-07-30 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,RJ,Categoria A
CANCELADA,00.545.378/0001-70,SERRA AZUL WATER PARK SA,ITUPEVA,14966,1995-07-26 00:00:00,2024-04-25 00:00:00,Emp. Adm. Part. - Brinquedos e Lazer,PRIVADO,SEDE,SP,Categoria A
CANCELADA,08.638.269/0001-00,SETIBA PARTICIPAÇÕES S/A,SÃO PAULO,20834,2007-07-02 00:00:00,2014-01-08 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP,Categoria A
CANCELADA,00.115.890/0001-87,SHOPPING CENTER TACARUNA SA,RECIFE,15733,1996-09-11 00:00:00,2019-03-13 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO,SEDE,PE,Categoria B
ATIVO,07.415.333/0001-20,SIMPAR S.A.,SÃO PAULO,25003,2020-07-29 00:00:00,2020-07-29 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria A
CANCELADA,04.065.791/0001-99,SINQIA S.A.,SÃO PAULO,22799,2012-04-26 00:00:00,2024-01-19 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SP,Categoria A
CANCELADA,04.065.791/0001-99,SINQIA S.A.,SÃO PAULO,22799,2012-04-26 00:00:00,2024-01-19 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SP,Categoria A
ATIVO,89.096.457/0001-55,SLC AGRICOLA SA,PORTO ALEGRE,20745,2007-06-12 00:00:00,2007-06-12 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,RS,Categoria A
CANCELADA,31.910.308/0001-06,SLOT URBANISMO S.A.,JUIZ DE FORA,24678,2019-03-21 00:00:00,2020-01-31 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,MG,Categoria A
ATIVO,07.594.978/0001-78,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,SÃO PAULO,24260,2017-10-20 00:00:00,2017-10-20 00:00:00,Brinquedos e Lazer,PRIVADO,SEDE,SP,Categoria A
ATIVO,07.594.978/0001-78,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,SÃO PAULO,24260,2017-10-20 00:00:00,2017-10-20 00:00:00,Brinquedos e Lazer,PRIVADO,SEDE,SP,Categoria A
CANCELADA,05.730.375/0001-20,SMILES FIDELIDADE S.A.,BARUERI,24252,2017-10-10 00:00:00,2021-09-01 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,SP,Categoria A
CANCELADA,15.912.764/0001-20,SMILES S.A.,BARUERI,23140,2013-04-25 00:00:00,2017-07-01 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,SP,Categoria A
ATIVO,73.903.718/0001-61,SNB PARTICIPACOES SA,BLUMENAU,14303,1994-03-09 00:00:00,1994-03-09 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO,SEDE,SC,Categoria B
ATIVO,46.119.855/0001-37,SOCIEDADE ABASTECIMENTO DE AGUA E SANEAMENTO SA,CAMPINAS,16241,1997-04-29 00:00:00,1997-04-29 00:00:00,"Saneamento, Serv. Água e Gás",ESTATAL,SEDE,SP,Categoria A
CANCELADA,32.286.411/0001-81,SOLA SA INDS ALIMENTICIAS,TRÊS RIOS,14710,1995-01-10 00:00:00,2011-04-08 00:00:00,Alimentos,PRIVADO,SEDE,RJ,Categoria A
ATIVO,41.052.420/0001-07,SOLAR BEBIDAS S.A.,FORTALEZA,27014,2022-11-11 00:00:00,2022-11-11 00:00:00,Bebidas e Fumo,PRIVADO,SEDE,CE,Categoria A
CANCELADA,01.368.194/0001-45,SOLE DO BRASIL S.A. TELECOMUNICAÇÕES E COMERCIO EXTERIOR,SÃO PAULO,16004,1996-12-26 00:00:00,2010-01-04 00:00:00,Telecomunicações,PRIVADO,SEDE,SP,Categoria A
ATIVO,40.263.170/0001-83,SOLVI ESSENCIS AMBIENTAL S.A.,SÃO PAULO,27073,2023-01-10 00:00:00,2023-01-10 00:00:00,"Saneamento, Serv. Água e Gás",PRIVADO,SEDE,SP,Categoria B
CANCELADA,02.541.982/0001-54,SOMOS EDUCAÇÃO S.A.,SÃO PAULO,22551,2011-07-22 00:00:00,2019-05-22 00:00:00,Gráficas e Editoras,PRIVADO,SEDE,SP,Categoria A
ATIVO,33.386.210/0001-19,SONDOTECNICA ENGENHARIA SOLOS S.A.,RIO DE JANEIRO,10880,1980-08-19 00:00:00,1980-08-19 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,RJ,Categoria A
CANCELADA,33.009.911/0001-39,SOUZA CRUZ SA,RIO DE JANEIRO,4057,1969-09-18 00:00:00,2015-12-01 00:00:00,Bebidas e Fumo,ESTRANGEIRO,SEDE,RJ,Categoria A
CANCELADA,19.511.433/0001-30,SPE AKRO SECURITIZADORA S.A.,RIO DE JANEIRO,23361,2014-03-26 00:00:00,2015-07-07 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,RJ,Categoria B
ATIVO,48.710.127/0001-20,SPE NOVO NORTE AEROPORTOS S.A,BELÉM,27758,2025-01-16 00:00:00,2025-01-16 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SEDE,PA,Categoria B
CANCELADA,92.929.520/0001-00,SPRINGER SA,COTIA,10960,1968-10-24 00:00:00,2020-12-15 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP,Categoria A
CANCELADA,07.718.269/0001-57,SPRINGS GLOBAL PARTICIPAÇÕES S/A - EM RECUPERAÇÃO JUDICIAL,MONTES CLAROS,20966,2007-07-25 00:00:00,2026-01-09 00:00:00,Emp. Adm. Part. - Têxtil e Vestuário,PRIVADO HOLDING,SEDE,MG,Categoria A
CANCELADA,59.290.239/0001-96,SPSCS INDUSTRIAL SA,SÃO PAULO,1953,1977-07-20 00:00:00,2010-01-04 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP,Categoria A
CANCELADA,91.495.499/0001-00,STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS,NÃO-ME-TOQUE,24201,2017-09-18 00:00:00,2022-08-02 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO HOLDING,SEDE,RS,Categoria A
CANCELADA,00.622.416/0001-41,STATKRAFT ENERGIAS RENOVÁVEIS S.A.,FLORIANÓPOLIS,22594,2011-09-19 00:00:00,2024-11-14 00:00:00,Energia Elétrica,PRIVADO,SEDE,SC,Categoria B
CANCELADA,12.592.746/0001-10,STEIN SP II PARTICIPAÇÕES S.A.,SÃO PAULO,22292,2010-12-16 00:00:00,2012-10-29 00:00:00,Emp. Adm. Part. - Petróleo e Gás,PRIVADO HOLDING,SEDE,SP,Categoria A
CANCELADA,02.286.509/0001-78,SUBESTAÇÃO ELETROMETRÔ S/A,RIO DE JANEIRO,17787,1998-09-25 00:00:00,2015-03-04 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,RJ,Categoria B
ATIVO,02.062.747/0001-08,SUDESTE SA,RIO DE JANEIRO,16586,1997-11-10 00:00:00,1997-11-10 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,RJ,Categoria A
SUSPENSO(A) - DECISÃO ADM,13.584.310/0001-42,SUGOI S.A.,SÃO PAULO,23957,2016-07-19 00:00:00,2025-11-24 00:00:00,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",PRIVADO,SEDE,SP,Categoria A
ATIVO,01.957.772/0001-89,SUL 116 PARTICIPAÇÕES S.A.,RIO DE JANEIRO,16438,1997-09-03 00:00:00,2023-11-17 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,SEDE,RJ,Categoria A
CANCELADA,29.978.814/0001-87,SUL AMERICA S/A,RIO DE JANEIRO,21121,2007-10-03 00:00:00,2022-04-14 00:00:00,Emp. Adm. Part. - Seguradoras e Corretoras,PRIVADO,SEDE,RJ,Categoria A
CANCELADA,29.978.814/0001-87,SUL AMERICA S/A,RIO DE JANEIRO,21121,2007-10-03 00:00:00,2022-04-14 00:00:00,Emp. Adm. Part. - Seguradoras e Corretoras,PRIVADO,SEDE,RJ,Categoria A
CANCELADA,11.181.400/0001-67,SUL INVEST SECURITIZADORA S.A.,CURITIBA,23345,2014-02-26 00:00:00,2016-08-10 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,PR,Categoria B
CANCELADA,72.129.083/0001-24,SUPERAGRO SA FERT INSETICIDAS,CAMPO LIMPO PAULISTA,11061,1972-11-22 00:00:00,2010-01-04 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,SP,Categoria A
ATIVO,60.651.809/0001-05,SUZANO HOLDING S.A.,SÃO PAULO,9067,1982-03-11 00:00:00,1982-03-11 00:00:00,Emp. Adm. Part. - Papel e Celulose,PRIVADO,SEDE,SP,Categoria A
ATIVO,16.404.287/0001-55,SUZANO S.A.,SALVADOR,13986,1992-04-15 00:00:00,1992-04-15 00:00:00,Papel e Celulose,PRIVADO,SEDE,BA,Categoria A
ATIVO,08.801.621/0001-86,SYN PROP & TECH S.A.,SÃO PAULO,21040,2007-08-01 00:00:00,2007-08-01 00:00:00,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",PRIVADO,SEDE,SP,Categoria A
ATIVO,08.801.621/0001-86,SYN PROP & TECH S.A.,SÃO PAULO,21040,2007-08-01 00:00:00,2007-08-01 00:00:00,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",PRIVADO,SEDE,SP,Categoria A
ATIVO,02.860.694/0001-62,T4F ENTRETENIMENTO SA,SÃO PAULO,22454,2011-04-11 00:00:00,2011-04-11 00:00:00,Brinquedos e Lazer,PRIVADO,SEDE,SP,Categoria A
CANCELADA,28.573.830/0001-27,TAIPE TRANCOSO EMPREENDIMENTOS S/A,PORTO SEGURO,20508,2007-02-07 00:00:00,2016-03-11 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,BA,Categoria B
CANCELADA,01.832.635/0001-18,TAM S.A.,SÃO PAULO,16390,1997-08-08 00:00:00,2012-07-18 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria A
ATIVO,27.967.244/0001-02,TAPAJÓS TRANSMISSORA DE ENERGIA S.A.,RIO DE JANEIRO,24481,2018-06-28 00:00:00,2018-06-28 00:00:00,Energia Elétrica,PRIVADO,SEDE,RJ,Categoria B
CANCELADA,05.341.549/0001-63,TARPON INVESTIMENTOS S/A,SÃO PAULO,21717,2009-05-21 00:00:00,2019-07-17 00:00:00,Emp. Adm. Part. - Intermediação Financeira,PRIVADO HOLDING,SEDE,SP,Categoria A
ATIVO,92.781.335/0001-02,TAURUS ARMAS S.A.,SÃO LEOPOLDO,6173,1982-03-02 00:00:00,1982-03-02 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,RS,Categoria A
ATIVO,92.781.335/0001-02,TAURUS ARMAS S.A.,SÃO LEOPOLDO,6173,1982-03-02 00:00:00,1982-03-02 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,RS,Categoria A
ATIVO,26.345.998/0001-50,TC S.A.,SÃO PAULO,26077,2021-07-26 00:00:00,2021-07-26 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SP,Categoria A
CANCELADA,67.437.434/0001-24,TC SECURITIES CIA DE SECURITIZAÇÃO,SANTA RITA DO PASSA QUATRO,20389,2006-12-15 00:00:00,2018-03-19 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP,Categoria B
CANCELADA,12.919.786/0001-24,TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.,PARANAGUÁ,24066,2016-10-27 00:00:00,2025-05-23 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,PR,Categoria B
CANCELADA,22.770.366/0001-82,TEC TOY S/A,MANAUS,14133,1993-06-21 00:00:00,2019-08-01 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,AM,Categoria A
ATIVO,08.424.178/0001-71,TECBLU - TECELAGEM BLUMENAU S/A.,PARNAMIRIM,11215,1971-04-28 00:00:00,1971-04-28 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,RN,Categoria A
ATIVO,09.295.063/0001-97,TECHNOS SA,RIO DE JANEIRO,22519,2011-06-28 00:00:00,2011-06-28 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RJ,Categoria A
ATIVO,17.359.233/0001-88,TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.,CONTAGEM,26760,2022-04-27 00:00:00,2022-04-27 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,MG,Categoria A
ATIVO,08.065.557/0001-12,TECNISA S/A,SÃO PAULO,20435,2007-01-09 00:00:00,2007-01-09 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP,Categoria A
ATIVO,08.065.557/0001-12,TECNISA S/A,SÃO PAULO,20435,2007-01-09 00:00:00,2007-01-09 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP,Categoria A
CANCELADA,13.720.879/0001-98,TECNO WASTE S.A.,CURITIBA,23051,2013-02-25 00:00:00,2016-01-07 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,PR,Categoria A
ATIVO,08.100.057/0001-74,TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.,SÃO BERNARDO DO CAMPO,27847,2025-07-01 00:00:00,2025-07-01 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP,Categoria B
ATIVO,02.351.144/0001-18,TEGMA GESTÃO LOGÍSTICA SA,SÃO BERNARDO DO CAMPO,20800,2007-06-28 00:00:00,2007-06-28 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP,Categoria A
ATIVO,30.213.493/0001-09,TEGRA INCORPORADORA S.A.,SÃO PAULO,25844,2021-05-12 00:00:00,2021-05-12 00:00:00,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",PRIVADO,SEDE,SP,Categoria A
SUSPENSO(A) - DECISÃO ADM,82.636.986/0001-55,TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL,BLUMENAU,11223,1969-12-04 00:00:00,2026-05-19 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,SC,Categoria A
CANCELADA,33.467.572/0001-34,TEKNO S.A. INDÚSTRIA E COMÉRCIO,GUARATINGUETÁ,11231,1977-07-20 00:00:00,2026-05-14 00:00:00,Emp. Adm. Part. - Metalurgia e Siderurgia,PRIVADO,SEDE,SP,Categoria A
CANCELADA,02.558.154/0001-29,TELE NORTE CELULAR PARTICIPAÇÕES SA,RIO DE JANEIRO,17604,1998-08-18 00:00:00,2013-01-07 00:00:00,Telecomunicações,PRIVADO HOLDING,SEDE,RJ,Categoria A
CANCELADA,02.558.134/0001-58,TELE NORTE LESTE PARTICIPAÇÕES SA,RIO DE JANEIRO,17655,1998-08-19 00:00:00,2012-02-27 00:00:00,Telecomunicações,PRIVADO HOLDING,SEDE,RJ,Categoria A
ATIVO,00.336.701/0001-04,TELEC. BRASILEIRAS S.A. - TELEBRÁS,BRASÍLIA,11258,1981-01-21 00:00:00,1981-01-21 00:00:00,Telecomunicações,ESTATAL,SEDE,DF,Categoria A
ATIVO,02.558.157/0001-62,TELEFÔNICA BRASIL S.A.,SÃO PAULO,17671,1998-08-19 00:00:00,1998-08-19 00:00:00,Telecomunicações,PRIVADO,SEDE,SP,Categoria A
CANCELADA,33.000.118/0001-79,TELEMAR NORTE LESTE SA,RIO DE JANEIRO,11320,1979-12-12 00:00:00,2012-05-11 00:00:00,Telecomunicações,PRIVADO,SEDE,RJ,Categoria A
